MSA,pop_2014,electricity_kwh,nat_gas_cuft,fueloil_gal,vmt,hh_2014,cf_transport_phh,cf_housing_phh,cf_food_phh,cf_goods_phh,cf_services_phh,cf_phh,cf,msa
"Wausau-Weston, WI",151952,19567.281239211916,111002.45805381461,118.96336248953185,51868.06666705359,64463.0,17.999772337166526,16.230007511778545,7.697911310808263,5.287450296896607,5.905313091762819,54.89021937380074,3538388.211493317,0.0
"Weirton-Steubenville, WV-OH",134852,37835.865174991166,160702.5082815418,275.7775176674009,66818.15975261625,60399.0,14.712829080012984,17.25048181277285,7.094710628394307,4.490896159591819,4.915272986160421,45.92653793417251,2773916.9646860855,0.0
"Wenatchee, WA",97749,21221.938704462933,47575.75440552076,19.393078957892133,50619.73347407795,42735.0,16.5801323525969,9.62203884535982,8.009554926666084,4.966140759128556,5.427524677533667,51.56348506852211,2203565.5344032925,0.0
"Wheeling, WV-OH",152042,36804.87284952498,162721.43866014038,151.89908281002596,62841.90065675047,68859.0,14.000074253157614,17.028123523402904,7.079460708042361,4.370690298455874,4.759823014363664,44.21012252717713,3044264.8270988897,0.0
"Wichita Falls, TX",151619,36662.500492150764,101309.99018745788,4.336110817434781,83883.06138191314,62216.0,16.556962147806246,12.884506783503397,7.640150450363633,4.70650495877802,5.131070483924278,50.59165018867842,3147610.108138817,0.0
"Wichita, KS",572308,54457.68318210088,195238.43273006377,4.8672068041585215,104805.34055467683,239013.0,15.97889933814943,19.514672869453975,7.707496301432979,5.354762951725201,5.995708288994479,51.01576621845152,12193431.331170753,0.0
"Williamsport, PA",121164,9090.489927639006,37919.38519783016,348.65426513003894,20395.020187514445,52115.0,13.924455634208238,14.493006543476957,7.32820367435872,4.654928749991413,5.1039692777643975,44.93601297053101,2341840.3159592235,0.0
"Wilmington, NC",198579,23167.135358543983,51729.721033499794,61.83406105048468,43380.497565418154,96825.0,14.308313045803132,11.370384821885168,7.027795007000369,4.998536440305228,5.611996998845637,46.2549545377575,4478635.9731183695,0.0
"Winchester, VA-WV",77510,24111.350189369434,55845.411000412794,287.3548924404721,56477.837658723016,44379.0,20.22829374134173,15.97629728756877,7.805478049322984,5.273427684296752,5.870787054618913,59.40628027092211,2636391.312143252,0.0
"Winston-Salem, NC",564275,54134.02529195644,135232.1229045211,787.2333969756941,127424.23629903332,243778.0,15.966964516909815,12.687544865648722,7.347235463030567,5.081194069314854,5.677668091023176,50.040026657188236,12198657.618436033,0.0
"Worcester, MA-CT",858888,14353.962029761082,63338.25266372011,989.4465550442234,50596.16041096844,341716.0,17.11521355316491,13.699771711444187,7.695871519196691,5.663413899346768,6.414267260687965,54.00397978556124,18454023.956402846,0.0
"Yakima, WA",223444,10904.201629613255,35026.301318070335,36.84680549190511,25270.202023773294,79421.0,16.793236084127834,10.812622875200338,9.075718435044127,4.896840974326341,5.1815301710615485,52.74056174868768,4188708.1546425247,0.0
"York-Hanover, PA",378985,11437.680564587017,48821.399761493754,177.07492758436328,23741.76203279813,155267.0,16.397364317460493,14.406174823506191,7.59218977004367,5.373498438751007,6.037303396577974,51.797720240293636,8042476.628549672,0.0
"Youngstown-Warren-Boardman, OH-PA",592236,32983.81307058825,193107.80208518548,174.54021554079623,63030.01188681439,254138.0,14.373673765158408,17.002999914224194,7.3550324372299,4.818378112416794,5.3222540923483335,46.24301217231184,11752106.627446987,0.0
"Yuba City, CA",137922,13653.787386299693,85954.26350867834,2.2791898472795697,48561.160385367664,50482.0,16.305464756135283,8.272131645104276,8.656317288101501,4.846925540218872,5.173617792184606,51.28779013277554,2589110.2214827747,0.0
"Yuma, AZ",159970,11141.706514817706,24282.85394152645,0.8263678149897097,18570.17138213415,74092.0,12.558690115795544,11.538578734698628,8.920367131337127,4.681700914291572,4.911253740936458,43.63070201815625,3232685.973929233,0.0
